Race_group,Race,Wave_label,this_datetime,loop_dist,num_skiers
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:31:00Z,0.3,48
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:31:00Z,0.2,16
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:32:00Z,0.6,48
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:32:00Z,0.5,16
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:32:00Z,0.2,65
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:33:00Z,1,3
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:33:00Z,0.9,45
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:33:00Z,0.8,16
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:33:00Z,0.5,65
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:33:00Z,0.2,65
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:34:00Z,1.3,3
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:34:00Z,1.2,45
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:34:00Z,1.1,16
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:34:00Z,0.8,65
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:34:00Z,0.5,65
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:34:00Z,0.2,65
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:35:00Z,1.6,5
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:35:00Z,1.5,43
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:35:00Z,1.4,16
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:35:00Z,1.1,65
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:35:00Z,0.8,65
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:35:00Z,0.5,65
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:35:00Z,0.2,49
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:36:00Z,2,3
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:36:00Z,1.9,3
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:36:00Z,1.8,42
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:36:00Z,1.7,16
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:36:00Z,1.4,65
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:36:00Z,1.1,55
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:36:00Z,1,10
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:36:00Z,0.8,23
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:36:00Z,0.7,42
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:36:00Z,0.5,14
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:36:00Z,0.4,35
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:37:00Z,2.3,3
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:37:00Z,2.2,4
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:37:00Z,2.1,41
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:37:00Z,2,16
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:37:00Z,1.7,56
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:37:00Z,1.6,9
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:37:00Z,1.4,12
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:37:00Z,1.3,53
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:37:00Z,1,65
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:37:00Z,0.7,34
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:37:00Z,0.6,15
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:38:00Z,2.7,1
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:38:00Z,2.6,2
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:38:00Z,2.5,9
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:38:00Z,2.4,36
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:38:00Z,2.3,16
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:38:00Z,2,41
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:38:00Z,1.9,24
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:38:00Z,1.6,65
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:38:00Z,1.3,49
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:38:00Z,1.2,16
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:38:00Z,1,14
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:38:00Z,0.9,28
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:38:00Z,0.8,7
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:39:00Z,3,3
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:39:00Z,2.8,9
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:39:00Z,2.7,36
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:39:00Z,2.6,16
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:39:00Z,2.3,30
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:39:00Z,2.2,35
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:39:00Z,1.9,65
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:39:00Z,1.6,23
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:39:00Z,1.5,42
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:39:00Z,1.2,29
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:39:00Z,1.1,14
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:39:00Z,1,6
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:40:00Z,3.3,3
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:40:00Z,3.2,2
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:40:00Z,3.1,15
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:40:00Z,3,28
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:40:00Z,2.9,16
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:40:00Z,2.6,20
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:40:00Z,2.5,45
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:40:00Z,2.2,55
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:40:00Z,2.1,10
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:40:00Z,1.9,3
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:40:00Z,1.8,55
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:40:00Z,1.7,7
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:40:00Z,1.5,14
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:40:00Z,1.4,20
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:40:00Z,1.3,9
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:40:00Z,1.2,6
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:41:00Z,3.7,1
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:41:00Z,3.6,2
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:41:00Z,3.5,3
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:41:00Z,3.4,18
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:41:00Z,3.3,24
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:41:00Z,3.2,16
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:41:00Z,2.9,12
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:41:00Z,2.8,53
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:41:00Z,2.5,29
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:41:00Z,2.4,36
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:41:00Z,2.1,39
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:41:00Z,2,26
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:41:00Z,1.7,27
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:41:00Z,1.6,9
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:41:00Z,1.5,7
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:41:00Z,1.4,6
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:41:00Z,0.3,8
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:41:00Z,0.2,56
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:42:00Z,4,3
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:42:00Z,3.8,3
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:42:00Z,3.7,18
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:42:00Z,3.6,24
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:42:00Z,3.5,16
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:42:00Z,3.2,12
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:42:00Z,3.1,53
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:42:00Z,2.8,12
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:42:00Z,2.7,53
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:42:00Z,2.4,23
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:42:00Z,2.3,35
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:42:00Z,2.2,7
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:42:00Z,2,14
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:42:00Z,1.9,16
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:42:00Z,1.8,12
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:42:00Z,1.7,3
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:42:00Z,1.6,4
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:42:00Z,0.6,8
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:42:00Z,0.5,56
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:42:00Z,0.2,65
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:43:00Z,4.4,1
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:43:00Z,4.3,2
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:43:00Z,4.1,4
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:43:00Z,4,17
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:43:00Z,3.9,24
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:43:00Z,3.8,16
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:43:00Z,3.5,8
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:43:00Z,3.4,48
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:43:00Z,3.3,9
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:43:00Z,3.1,2
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:43:00Z,3,63
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:43:00Z,2.7,14
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:43:00Z,2.6,35
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:43:00Z,2.5,16
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:43:00Z,2.2,23
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:43:00Z,2.1,11
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:43:00Z,2,8
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:43:00Z,1.9,5
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:43:00Z,1.8,2
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:43:00Z,0.9,8
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:43:00Z,0.8,56
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:43:00Z,0.5,65
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:43:00Z,0.2,65
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:44:00Z,4.7,1
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:44:00Z,4.6,2
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:44:00Z,4.4,4
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:44:00Z,4.3,17
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:44:00Z,4.2,24
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:44:00Z,4.1,16
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:44:00Z,3.8,8
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:44:00Z,3.7,33
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:44:00Z,3.6,24
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:44:00Z,3.3,55
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:44:00Z,3.2,10
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:44:00Z,2.9,32
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:44:00Z,2.8,28
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:44:00Z,2.7,5
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:44:00Z,2.5,14
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:44:00Z,2.4,15
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:44:00Z,2.3,6
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:44:00Z,2.2,8
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:44:00Z,2.1,6
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:44:00Z,1.3,1
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:44:00Z,1.2,7
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:44:00Z,1.1,38
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:44:00Z,1,18
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:44:00Z,0.8,25
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:44:00Z,0.7,40
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:44:00Z,0.5,61
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:44:00Z,0.4,4
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:44:00Z,0.2,65
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:45:00Z,5,3
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:45:00Z,4.8,2
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:45:00Z,4.7,2
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:45:00Z,4.6,17
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:45:00Z,4.5,24
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:45:00Z,4.4,16
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:45:00Z,4.1,5
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:45:00Z,4,36
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:45:00Z,3.9,24
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:45:00Z,3.6,29
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:45:00Z,3.5,36
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:45:00Z,3.2,23
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:45:00Z,3.1,32
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:45:00Z,3,10
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:45:00Z,2.7,20
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:45:00Z,2.6,10
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:45:00Z,2.5,7
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:45:00Z,2.4,6
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:45:00Z,2.3,6
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:45:00Z,1.6,1
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:45:00Z,1.5,7
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:45:00Z,1.4,22
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:45:00Z,1.3,34
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:45:00Z,1,65
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:45:00Z,0.7,65
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:45:00Z,0.4,65
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:45:00Z,0.2,37
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:45:00Z,0.1,4
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:46:00Z,5.4,1
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:46:00Z,5.3,2
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:46:00Z,5.1,3
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:46:00Z,5,6
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:46:00Z,4.9,12
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:46:00Z,4.8,24
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:46:00Z,4.7,16
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:46:00Z,4.4,5
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:46:00Z,4.3,32
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:46:00Z,4.2,28
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:46:00Z,3.9,26
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:46:00Z,3.8,39
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:46:00Z,3.5,14
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:46:00Z,3.4,32
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:46:00Z,3.3,19
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:46:00Z,3,14
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:46:00Z,2.9,14
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:46:00Z,2.8,6
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:46:00Z,2.7,8
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:46:00Z,2.6,1
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:46:00Z,2.5,6
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:46:00Z,1.9,3
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:46:00Z,1.8,5
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:46:00Z,1.7,17
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:46:00Z,1.6,39
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:46:00Z,1.3,65
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:46:00Z,1,61
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:46:00Z,0.9,4
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:46:00Z,0.7,65
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:46:00Z,0.4,37
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:46:00Z,0.3,4
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:47:00Z,5.7,1
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:47:00Z,5.6,2
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:47:00Z,5.4,3
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:47:00Z,5.3,6
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:47:00Z,5.2,19
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:47:00Z,5.1,17
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:47:00Z,5,16
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:47:00Z,4.7,5
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:47:00Z,4.6,25
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:47:00Z,4.5,35
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:47:00Z,4.2,12
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:47:00Z,4.1,49
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:47:00Z,4,4
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:47:00Z,3.8,3
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:47:00Z,3.7,29
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:47:00Z,3.6,26
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:47:00Z,3.5,7
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:47:00Z,3.3,7
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:47:00Z,3.2,11
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:47:00Z,3.1,11
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:47:00Z,3,6
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:47:00Z,2.9,7
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:47:00Z,2.8,1
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:47:00Z,2.7,6
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:47:00Z,2.2,3
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:47:00Z,2.1,5
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:47:00Z,2,17
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:47:00Z,1.9,39
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:47:00Z,1.6,25
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:47:00Z,1.5,40
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:47:00Z,1.3,5
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:47:00Z,1.2,60
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:47:00Z,0.9,65
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:47:00Z,0.7,3
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:47:00Z,0.6,34
BIRKIE SKATE,BIRKIE SKATE,05 W2 BS,2024-02-24T07:47:00Z,0.5,4
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:48:00Z,6.1,1
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:48:00Z,6,2
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:48:00Z,5.7,3
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:48:00Z,5.6,6
BIRKIE SKATE,BIRKIE SKATE,04 W1 BS,2024-02-24T07:48:00Z,5.5,19
